path,country,expected_binary,predicted_binary,binary_confidence,binary_correct,expected_fraud_type,predicted_fraud_type,fraud_confidence,fraud_correct
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0105209.png,WV,Fake,Fake,0.5008487701416016,True,Face Replacement,Face Replacement,0.9056267738342285,True
datasets/idnet/WV/WV/positive/generated.photos_v3_0905122.png,WV,Real,Real,0.5074462890625,True,N/A,N/A,,
datasets/idnet/WV/WV/positive/generated.photos_v3_0009704.png,WV,Real,Fake,0.5064604878425598,False,N/A,Face Morphing,0.9860326647758484,
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0453442.png,WV,Fake,Real,0.5358656048774719,False,Face Morphing,N/A,,False
datasets/idnet/DC/positive/generated.photos_v3_0012808.png,DC,Real,Real,0.736402153968811,True,N/A,N/A,,
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0247994.png,DC,Fake,Fake,0.6521652936935425,True,Face Replacement,Face Replacement,0.7228101491928101,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0918064.png,DC,Fake,Fake,0.8220269083976746,True,Face Replacement,Face Replacement,0.9292582273483276,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0986313.png,WV,Fake,Fake,0.6650750637054443,True,Face Morphing,Face Morphing,0.9796782732009888,True
datasets/idnet/WV/WV/positive/generated.photos_v3_0165010.png,WV,Real,Real,0.5058501362800598,True,N/A,N/A,,
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0982004_0555149_0859680.png,WV,Fake,Real,0.6224422454833984,False,Face Morphing,N/A,,False
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0813728_0130242_0243673.png,AZ,Fake,Fake,0.5786535143852234,True,Face Morphing,Face Replacement,0.7452163100242615,False
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0173931.png,WV,Fake,Fake,0.6427096724510193,True,Face Morphing,Face Morphing,0.8232578635215759,True
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0936737.png,DC,Fake,Fake,0.6858909130096436,True,Face Morphing,Face Morphing,0.993377149105072,True
datasets/idnet/DC/positive/generated.photos_v3_0183996.png,DC,Real,Real,0.5922305583953857,True,N/A,N/A,,
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0707057.png,AZ,Fake,Fake,0.5510692596435547,True,Face Morphing,Face Morphing,0.5529419183731079,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0304844.png,AZ,Fake,Fake,0.5165905952453613,True,Face Replacement,Face Replacement,0.9249640107154846,True
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0464711_0050078_0840987.png,AZ,Fake,Real,0.6003395318984985,False,Face Morphing,N/A,,False
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0062511.png,AZ,Fake,Fake,0.9950435161590576,True,Face Replacement,Face Replacement,0.9848074913024902,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0974528.png,AZ,Fake,Fake,0.9948531985282898,True,Face Replacement,Face Replacement,0.9767617583274841,True
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0967031_0835812_0741585.png,WV,Fake,Real,0.681546151638031,False,Face Replacement,N/A,,False
datasets/idnet/AZ/positive/generated.photos_v3_0253830.png,AZ,Real,Real,0.6249266266822815,True,N/A,N/A,,
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0147629_0326230_0832163.png,DC,Fake,Fake,0.9803095459938049,True,Face Replacement,Face Replacement,0.9921516180038452,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0665107.png,DC,Fake,Fake,0.9850538372993469,True,Face Replacement,Face Replacement,0.9674814343452454,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0837852.png,DC,Fake,Fake,0.9627445340156555,True,Face Replacement,Face Replacement,0.9876712560653687,True
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0653746.png,WV,Fake,Fake,0.9847400784492493,True,Face Replacement,Face Replacement,0.986383855342865,True
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0435112.png,AZ,Fake,Real,0.5946388840675354,False,Face Morphing,N/A,,False
datasets/idnet/WV/WV/positive/generated.photos_v3_0906777.png,WV,Real,Real,0.5568577647209167,True,N/A,N/A,,
datasets/idnet/WV/WV/positive/generated.photos_v3_0797128_0589759_0303542.png,WV,Real,Fake,0.5429114699363708,False,N/A,Face Replacement,0.8271561861038208,
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0853478.png,AZ,Fake,Fake,0.7062857747077942,True,Face Morphing,Face Replacement,0.7785367369651794,False
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0301579.png,DC,Fake,Fake,0.5590172410011292,True,Face Morphing,Face Morphing,0.9859689474105835,True
datasets/idnet/AZ/positive/generated.photos_v3_0659730.png,AZ,Real,Real,0.5657845735549927,True,N/A,N/A,,
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0061935.png,DC,Fake,Fake,0.8954542279243469,True,Face Replacement,Face Replacement,0.9855013489723206,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0393353.png,WV,Fake,Fake,0.773741602897644,True,Face Morphing,Face Morphing,0.9917294383049011,True
datasets/idnet/AZ/positive/generated.photos_v3_0257532.png,AZ,Real,Real,0.5571471452713013,True,N/A,N/A,,
datasets/idnet/DC/positive/generated.photos_v3_0099784.png,DC,Real,Real,0.7578602433204651,True,N/A,N/A,,
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0681644.png,DC,Fake,Fake,0.574579119682312,True,Face Replacement,Face Replacement,0.8228790163993835,True
datasets/idnet/AZ/positive/generated.photos_v3_0504220.png,AZ,Real,Fake,0.5590250492095947,False,N/A,Face Morphing,0.9904424548149109,
datasets/idnet/WV/WV/positive/generated.photos_v3_0121693_0557646_0392005.png,WV,Real,Fake,0.5961361527442932,False,N/A,Face Replacement,0.9121248722076416,
datasets/idnet/WV/WV/positive/generated.photos_v3_0959643.png,WV,Real,Real,0.7253578305244446,True,N/A,N/A,,
datasets/idnet/WV/WV/positive/generated.photos_v3_0399677.png,WV,Real,Real,0.5910435914993286,True,N/A,N/A,,
datasets/idnet/WV/WV/positive/generated.photos_v3_0342681.png,WV,Real,Fake,0.66922527551651,False,N/A,Face Replacement,0.6724587082862854,
datasets/idnet/DC/positive/generated.photos_v3_0087805.png,DC,Real,Real,0.7010700702667236,True,N/A,N/A,,
datasets/idnet/AZ/positive/generated.photos_v3_0505609_0704219_0883472.png,AZ,Real,Real,0.6974284648895264,True,N/A,N/A,,
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0087470.png,WV,Fake,Fake,0.6798055171966553,True,Face Morphing,Face Morphing,0.9861977696418762,True
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0165668.png,AZ,Fake,Fake,0.5405601859092712,True,Face Morphing,Face Morphing,0.9387784600257874,True
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0393353.png,AZ,Fake,Fake,0.80536949634552,True,Face Morphing,Face Morphing,0.9921073317527771,True
datasets/idnet/AZ/positive/generated.photos_v3_0494563_0073875_0402436.png,AZ,Real,Real,0.5802634358406067,True,N/A,N/A,,
datasets/idnet/DC/positive/generated.photos_v3_0741151.png,DC,Real,Fake,0.5190871357917786,False,N/A,Face Morphing,0.9705042839050293,
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0817026.png,AZ,Fake,Fake,0.6223886609077454,True,Face Morphing,Face Morphing,0.9537100195884705,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0015369.png,DC,Fake,Fake,0.9462764263153076,True,Face Replacement,Face Replacement,0.9833496809005737,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0387791_0133164_0226343.png,DC,Fake,Fake,0.9963514804840088,True,Face Replacement,Face Replacement,0.9858684539794922,True
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0994449.png,DC,Fake,Real,0.5461494326591492,False,Face Morphing,N/A,,False
datasets/idnet/WV/WV/positive/generated.photos_v3_0257383.png,WV,Real,Real,0.6531785130500793,True,N/A,N/A,,
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0115176.png,DC,Fake,Real,0.781485915184021,False,Face Morphing,N/A,,False
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0103076.png,DC,Fake,Real,0.6230281591415405,False,Face Morphing,N/A,,False
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0123309.png,WV,Fake,Fake,0.5092413425445557,True,Face Morphing,Face Morphing,0.5694311857223511,True
datasets/idnet/DC/positive/generated.photos_v3_0341648.png,DC,Real,Real,0.7130540609359741,True,N/A,N/A,,
datasets/idnet/AZ/positive/generated.photos_v3_0256215.png,AZ,Real,Real,0.5540860295295715,True,N/A,N/A,,
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0618886.png,AZ,Fake,Fake,0.9722986817359924,True,Face Replacement,Face Replacement,0.9888837337493896,True
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0233599.png,WV,Fake,Fake,0.9812658429145813,True,Face Replacement,Face Replacement,0.9880138635635376,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0079389_0652990_0437872.png,DC,Fake,Fake,0.9893085956573486,True,Face Replacement,Face Replacement,0.9853110313415527,True
datasets/idnet/WV/WV/positive/generated.photos_v3_0034237.png,WV,Real,Real,0.6990376114845276,True,N/A,N/A,,
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0046219.png,WV,Fake,Fake,0.6827175617218018,True,Face Morphing,Face Morphing,0.9778255820274353,True
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0534305.png,DC,Fake,Real,0.6311713457107544,False,Face Morphing,N/A,,False
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0935687.png,AZ,Fake,Real,0.5832423567771912,False,Face Morphing,N/A,,False
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0091104_0611376_0647554.png,AZ,Fake,Fake,0.5195497274398804,True,Face Morphing,Face Morphing,0.9812187552452087,True
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0320278.png,DC,Fake,Real,0.5555675029754639,False,Face Morphing,N/A,,False
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0254492.png,DC,Fake,Fake,0.8401033282279968,True,Face Replacement,Face Replacement,0.9867983460426331,True
datasets/idnet/WV/WV/positive/generated.photos_v3_0997130.png,WV,Real,Fake,0.5952579379081726,False,N/A,Face Replacement,0.6905145049095154,
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0651433_0872039_0260179.png,WV,Fake,Fake,0.9921231865882874,True,Face Replacement,Face Replacement,0.9837992191314697,True
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0789320.png,AZ,Fake,Fake,0.5182146430015564,True,Face Morphing,Face Morphing,0.9149301052093506,True
datasets/idnet/WV/WV/positive/generated.photos_v3_0798386.png,WV,Real,Real,0.586834728717804,True,N/A,N/A,,
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0321776.png,WV,Fake,Fake,0.942298948764801,True,Face Replacement,Face Replacement,0.9615971446037292,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0175136.png,DC,Fake,Fake,0.7463834285736084,True,Face Replacement,Face Replacement,0.8137332797050476,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0051986.png,WV,Fake,Fake,0.5468945503234863,True,Face Morphing,Face Morphing,0.8887761831283569,True
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0446862.png,AZ,Fake,Fake,0.6966943740844727,True,Face Morphing,Face Morphing,0.9701739549636841,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0930971.png,AZ,Fake,Fake,0.9940629601478577,True,Face Replacement,Face Replacement,0.9818930625915527,True
datasets/idnet/AZ/positive/generated.photos_v3_0438915.png,AZ,Real,Real,0.5764513611793518,True,N/A,N/A,,
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0006207.png,WV,Fake,Fake,0.9498329162597656,True,Face Replacement,Face Replacement,0.9468383193016052,True
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0240800.png,WV,Fake,Fake,0.9799509048461914,True,Face Replacement,Face Replacement,0.979347288608551,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0047729_0931598_0690333.png,DC,Fake,Fake,0.9903393387794495,True,Face Replacement,Face Replacement,0.9917465448379517,True
datasets/idnet/WV/WV/positive/generated.photos_v3_0676411.png,WV,Real,Real,0.5850663185119629,True,N/A,N/A,,
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0744446_0441797_0420666.png,DC,Fake,Fake,0.9839242100715637,True,Face Replacement,Face Replacement,0.9914616346359253,True
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0387791_0133164_0226343.png,WV,Fake,Fake,0.5122618675231934,True,Face Replacement,Face Replacement,0.6008673310279846,True
datasets/idnet/DC/positive/generated.photos_v3_0158380_0923515_0780140.png,DC,Real,Fake,0.5568039417266846,False,N/A,Face Replacement,0.7002918720245361,
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0251036.png,DC,Fake,Fake,0.6819226145744324,True,Face Morphing,Face Morphing,0.9942865967750549,True
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0727574.png,WV,Fake,Fake,0.8578676581382751,True,Face Replacement,Face Replacement,0.964256227016449,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0596315.png,AZ,Fake,Fake,0.9825725555419922,True,Face Replacement,Face Replacement,0.9816585183143616,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0563842.png,WV,Fake,Fake,0.6643586158752441,True,Face Morphing,Face Morphing,0.9445583820343018,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0031482_0683247_0546412.png,WV,Fake,Real,0.5852538347244263,False,Face Morphing,N/A,,False
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0280464.png,AZ,Fake,Fake,0.9767385721206665,True,Face Replacement,Face Replacement,0.9863761067390442,True
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0631212.png,DC,Fake,Fake,0.6406329274177551,True,Face Morphing,Face Morphing,0.9694448113441467,True
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0114246.png,DC,Fake,Real,0.6283936500549316,False,Face Replacement,N/A,,False
datasets/idnet/WV/WV/positive/generated.photos_v3_0822081.png,WV,Real,Real,0.6111586093902588,True,N/A,N/A,,
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0955590.png,DC,Fake,Fake,0.563157320022583,True,Face Replacement,Face Replacement,0.5359658002853394,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0744446_0441797_0661936.png,AZ,Fake,Fake,0.7155966758728027,True,Face Replacement,Face Replacement,0.804241955280304,True
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0898073.png,AZ,Fake,Fake,0.7260200381278992,True,Face Morphing,Face Morphing,0.9904956817626953,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0205215.png,WV,Fake,Real,0.665587306022644,False,Face Morphing,N/A,,False
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0276709_0316323_0942921.png,DC,Fake,Fake,0.9916463494300842,True,Face Replacement,Face Replacement,0.9930892586708069,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0889347.png,WV,Fake,Fake,0.7572493553161621,True,Face Morphing,Face Replacement,0.6240797638893127,False
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0813947.png,DC,Fake,Fake,0.7740535736083984,True,Face Morphing,Face Morphing,0.9959854483604431,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0964319_0785990_0211013.png,AZ,Fake,Fake,0.9859004616737366,True,Face Replacement,Face Replacement,0.9877868294715881,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0435489.png,AZ,Fake,Fake,0.9656249284744263,True,Face Replacement,Face Replacement,0.9540506601333618,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0517237.png,AZ,Fake,Fake,0.8523258566856384,True,Face Replacement,Face Replacement,0.9524673819541931,True
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0686694.png,DC,Fake,Real,0.6489821672439575,False,Face Morphing,N/A,,False
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0629380.png,AZ,Fake,Fake,0.9595164656639099,True,Face Replacement,Face Replacement,0.9897584915161133,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0429675.png,WV,Fake,Fake,0.694053590297699,True,Face Morphing,Face Morphing,0.9908040761947632,True
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0729280.png,WV,Fake,Fake,0.966030478477478,True,Face Replacement,Face Replacement,0.9831751585006714,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0710538.png,WV,Fake,Fake,0.5280442237854004,True,Face Morphing,Face Morphing,0.8187593817710876,True
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0982004_0555149_0592760.png,WV,Fake,Real,0.540691614151001,False,Face Morphing,N/A,,False
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0848375.png,WV,Fake,Fake,0.9727910757064819,True,Face Replacement,Face Replacement,0.9855119585990906,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0548128.png,AZ,Fake,Fake,0.948788583278656,True,Face Replacement,Face Replacement,0.9853329062461853,True
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0727282.png,AZ,Fake,Fake,0.7955589294433594,True,Face Replacement,Face Replacement,0.9128277897834778,True
datasets/idnet/AZ/positive/generated.photos_v3_0187595.png,AZ,Real,Fake,0.777125895023346,False,N/A,Face Replacement,0.9318231344223022,
datasets/idnet/DC/fraud3_face_replacement/generated.photos_v3_0266278.png,DC,Fake,Real,0.7012810707092285,False,Face Replacement,N/A,,False
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0726154.png,DC,Fake,Real,0.6866598725318909,False,Face Morphing,N/A,,False
datasets/idnet/DC/fraud2_face_morphing/generated.photos_v3_0249223_0245604_0771130.png,DC,Fake,Real,0.6767985820770264,False,Face Morphing,N/A,,False
datasets/idnet/DC/positive/generated.photos_v3_0410276_0768568_0366872.png,DC,Real,Fake,0.803377091884613,False,N/A,Face Replacement,0.9283297061920166,
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0007944.png,WV,Fake,Fake,0.8349564671516418,True,Face Replacement,Face Replacement,0.9470812082290649,True
datasets/idnet/DC/positive/generated.photos_v3_0722257.png,DC,Real,Fake,0.7124907374382019,False,N/A,Face Morphing,0.9944783449172974,
datasets/idnet/DC/positive/generated.photos_v3_0022133.png,DC,Real,Fake,0.5894198417663574,False,N/A,Face Morphing,0.9879897236824036,
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0277327.png,AZ,Fake,Fake,0.876348614692688,True,Face Replacement,Face Replacement,0.9720532894134521,True
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0780758.png,AZ,Fake,Fake,0.7893747687339783,True,Face Morphing,Face Replacement,0.8110958337783813,False
datasets/idnet/AZ/fraud3_face_replacement/generated.photos_v3_0795093.png,AZ,Fake,Fake,0.8149412274360657,True,Face Replacement,Face Replacement,0.7856892943382263,True
datasets/idnet/WV/WV/positive/generated.photos_v3_0993962.png,WV,Real,Fake,0.518018364906311,False,N/A,Face Morphing,0.7401193976402283,
datasets/idnet/WV/WV/positive/generated.photos_v3_0052703.png,WV,Real,Real,0.5667819976806641,True,N/A,N/A,,
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0901933_0742450_0639044.png,AZ,Fake,Real,0.6528623700141907,False,Face Morphing,N/A,,False
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0448006_0697613_0254542.png,WV,Fake,Real,0.6718732714653015,False,Face Morphing,N/A,,False
datasets/idnet/AZ/fraud2_face_morphing/generated.photos_v3_0863130.png,AZ,Fake,Real,0.5979043841362,False,Face Morphing,N/A,,False
datasets/idnet/WV/WV/fraud2_face_morphing/generated.photos_v3_0845000.png,WV,Fake,Fake,0.5795148611068726,True,Face Morphing,Face Morphing,0.8184394836425781,True
datasets/idnet/DC/positive/generated.photos_v3_0209900_0177583_0700722.png,DC,Real,Real,0.6535593271255493,True,N/A,N/A,,
datasets/idnet/WV/WV/fraud3_face_replacement/generated.photos_v3_0115189.png,WV,Fake,Fake,0.975184440612793,True,Face Replacement,Face Replacement,0.9748969674110413,True
datasets/idnet/AZ/positive/generated.photos_v3_0213157.png,AZ,Real,Real,0.6527595520019531,True,N/A,N/A,,
